Cortex-A53,"Baseline (r31252)",asmjs-ubench-memops,86642
Cortex-A53,"Baseline (r31252)",asmjs-ubench-primes,37464
Cortex-A53,"Baseline (r31252)",asmjs-ubench-skinning,172773
Cortex-A53,"Baseline (r31252)",asmjs-ubench-copy,32523
Cortex-A53,"Baseline (r31252)",asmjs-ubench-corrections,33824
Cortex-A53,"Baseline (r31252)",asmjs-ubench-fannkuch,32070
Cortex-A53,"Baseline (r31252)",asmjs-ubench-fasta,86909
Cortex-A53,"Baseline (r31252)",asmjs-ubench-life,49971
Cortex-A53,"Baseline (r31252)",asmjs-ubench-memops,86248
Cortex-A53,"Baseline (r31252)",asmjs-ubench-primes,37463
Cortex-A53,"Baseline (r31252)",asmjs-ubench-skinning,172208
Cortex-A53,"Baseline (r31252)",asmjs-ubench-copy,32403
Cortex-A53,"Baseline (r31252)",asmjs-ubench-corrections,33826
Cortex-A53,"Baseline (r31252)",asmjs-ubench-fannkuch,32068
Cortex-A53,"Baseline (r31252)",asmjs-ubench-fasta,86901
Cortex-A53,"Baseline (r31252)",asmjs-ubench-life,49924
Cortex-A53,"Baseline (r31252)",asmjs-ubench-memops,87116
Cortex-A53,"Baseline (r31252)",asmjs-ubench-primes,37465
Cortex-A53,"Baseline (r31252)",asmjs-ubench-skinning,172763
Cortex-A53,"Baseline (r31252)",asmjs-ubench-copy,32403
Cortex-A53,"Baseline (r31252)",asmjs-ubench-corrections,33824
Cortex-A53,"Baseline (r31252)",asmjs-ubench-fannkuch,32072
Cortex-A53,"Baseline (r31252)",asmjs-ubench-fasta,87058
Cortex-A53,"Baseline (r31252)",asmjs-ubench-life,49943
Cortex-A53,"Baseline (r31252)",asmjs-ubench-memops,87218
Cortex-A53,"Baseline (r31252)",asmjs-ubench-primes,37462
Cortex-A53,"Baseline (r31252)",asmjs-ubench-skinning,172575
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-bigfib,4660
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-container,28239
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-dry,6021
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-float-mm,9845
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-gcc-loops,47086
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-n-body,12731
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-quicksort,2496
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-towers,3732
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-bigfib,4663
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-container,28302
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-dry,6022
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-float-mm,9845
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-gcc-loops,47150
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-n-body,12730
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-quicksort,2494
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-towers,3731
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-bigfib,4649
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-container,28257
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-dry,6022
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-float-mm,9844
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-gcc-loops,47190
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-n-body,12730
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-quicksort,2673
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-towers,3908
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-bigfib,5109
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-container,28134
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-dry,6196
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-float-mm,9844
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-gcc-loops,46800
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-n-body,12905
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-quicksort,2495
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-towers,3888
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-bigfib,4661
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-container,28300
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-dry,6022
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-float-mm,9846
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-gcc-loops,47112
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-n-body,12730
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-quicksort,2495
Cortex-A53,"Baseline (r31252)",jetstream-asmjs-towers,3740
Cortex-A53,Patch,asmjs-apps-box2d-loadtime,5671
Cortex-A53,Patch,asmjs-apps-box2d-throughput,23958
Cortex-A53,Patch,asmjs-apps-bullet-loadtime,17145
Cortex-A53,Patch,asmjs-apps-bullet-throughput,37212
Cortex-A53,Patch,asmjs-apps-lua_binarytrees-loadtime,4073
Cortex-A53,Patch,asmjs-apps-lua_binarytrees-throughput,27357
Cortex-A53,Patch,asmjs-apps-zlib-loadtime,3593
Cortex-A53,Patch,asmjs-apps-zlib-throughput,17453
Cortex-A53,Patch,asmjs-apps-box2d-loadtime,5666
Cortex-A53,Patch,asmjs-apps-box2d-throughput,23774
Cortex-A53,Patch,asmjs-apps-bullet-loadtime,17141
Cortex-A53,Patch,asmjs-apps-bullet-throughput,37275
Cortex-A53,Patch,asmjs-apps-lua_binarytrees-loadtime,4050
Cortex-A53,Patch,asmjs-apps-lua_binarytrees-throughput,27545
Cortex-A53,Patch,asmjs-apps-zlib-loadtime,3587
Cortex-A53,Patch,asmjs-apps-zlib-throughput,17434
Cortex-A53,Patch,asmjs-apps-box2d-loadtime,5819
Cortex-A53,Patch,asmjs-apps-box2d-throughput,23769
Cortex-A53,Patch,asmjs-apps-bullet-loadtime,17304
Cortex-A53,Patch,asmjs-apps-bullet-throughput,37310
Cortex-A53,Patch,asmjs-apps-lua_binarytrees-loadtime,4067
Cortex-A53,Patch,asmjs-apps-lua_binarytrees-throughput,27255
Cortex-A53,Patch,asmjs-apps-zlib-loadtime,3586
Cortex-A53,Patch,asmjs-apps-zlib-throughput,17438
Cortex-A53,Patch,asmjs-apps-box2d-loadtime,6120
Cortex-A53,Patch,asmjs-apps-box2d-throughput,23701
Cortex-A53,Patch,asmjs-apps-bullet-loadtime,17161
Cortex-A53,Patch,asmjs-apps-bullet-throughput,37203
Cortex-A53,Patch,asmjs-apps-lua_binarytrees-loadtime,4065
Cortex-A53,Patch,asmjs-apps-lua_binarytrees-throughput,27416
Cortex-A53,Patch,asmjs-apps-zlib-loadtime,3587
Cortex-A53,Patch,asmjs-apps-zlib-throughput,17485
Cortex-A53,Patch,asmjs-apps-box2d-loadtime,5648
Cortex-A53,Patch,asmjs-apps-box2d-throughput,23979
Cortex-A53,Patch,asmjs-apps-bullet-loadtime,17147
Cortex-A53,Patch,asmjs-apps-bullet-throughput,37413
Cortex-A53,Patch,asmjs-apps-lua_binarytrees-loadtime,4055
Cortex-A53,Patch,asmjs-apps-lua_binarytrees-throughput,26919
Cortex-A53,Patch,asmjs-apps-zlib-loadtime,3589
Cortex-A53,Patch,asmjs-apps-zlib-throughput,17444
Cortex-A53,Patch,asmjs-ubench-copy,32404
Cortex-A53,Patch,asmjs-ubench-corrections,33826
Cortex-A53,Patch,asmjs-ubench-fannkuch,32065
Cortex-A53,Patch,asmjs-ubench-fasta,86945
Cortex-A53,Patch,asmjs-ubench-life,49938
Cortex-A53,Patch,asmjs-ubench-memops,86972
Cortex-A53,Patch,asmjs-ubench-primes,37466
Cortex-A53,Patch,asmjs-ubench-skinning,172483
Cortex-A53,Patch,asmjs-ubench-copy,32404
Cortex-A53,Patch,asmjs-ubench-corrections,33826
Cortex-A53,Patch,asmjs-ubench-fannkuch,32082
Cortex-A53,Patch,asmjs-ubench-fasta,87094
Cortex-A53,Patch,asmjs-ubench-life,49936
Cortex-A53,Patch,asmjs-ubench-memops,84731
Cortex-A53,Patch,asmjs-ubench-primes,37460
Cortex-A53,Patch,asmjs-ubench-skinning,172595
Cortex-A53,Patch,asmjs-ubench-copy,32855
Cortex-A53,Patch,asmjs-ubench-corrections,33827
Cortex-A53,Patch,asmjs-ubench-fannkuch,32067
Cortex-A53,Patch,asmjs-ubench-fasta,86930
Cortex-A53,Patch,asmjs-ubench-life,49949
Cortex-A53,Patch,asmjs-ubench-memops,87022
Cortex-A53,Patch,asmjs-ubench-primes,37463
Cortex-A53,Patch,asmjs-ubench-skinning,172884
Cortex-A53,Patch,asmjs-ubench-copy,32582
Cortex-A53,Patch,asmjs-ubench-corrections,33826
Cortex-A53,Patch,asmjs-ubench-fannkuch,32082
Cortex-A53,Patch,asmjs-ubench-fasta,86911
Cortex-A53,Patch,asmjs-ubench-life,49962
Cortex-A53,Patch,asmjs-ubench-memops,87003
Cortex-A53,Patch,asmjs-ubench-primes,37461
Cortex-A53,Patch,asmjs-ubench-skinning,172299
Cortex-A53,Patch,asmjs-ubench-copy,32405
Cortex-A53,Patch,asmjs-ubench-corrections,33828
Cortex-A53,Patch,asmjs-ubench-fannkuch,32064
Cortex-A53,Patch,asmjs-ubench-fasta,86929
Cortex-A53,Patch,asmjs-ubench-life,49941
Cortex-A53,Patch,asmjs-ubench-memops,86954
Cortex-A53,Patch,asmjs-ubench-primes,37466
Cortex-A53,Patch,asmjs-ubench-skinning,171706
Cortex-A53,Patch,jetstream-asmjs-bigfib,4851
Cortex-A53,Patch,jetstream-asmjs-container,28689
Cortex-A53,Patch,jetstream-asmjs-dry,6197
Cortex-A53,Patch,jetstream-asmjs-float-mm,9666
Cortex-A53,Patch,jetstream-asmjs-gcc-loops,46774
Cortex-A53,Patch,jetstream-asmjs-n-body,12911
Cortex-A53,Patch,jetstream-asmjs-quicksort,2669
Cortex-A53,Patch,jetstream-asmjs-towers,3906
Cortex-A53,Patch,jetstream-asmjs-bigfib,4548
Cortex-A53,Patch,jetstream-asmjs-container,28318
Cortex-A53,Patch,jetstream-asmjs-dry,6182
Cortex-A53,Patch,jetstream-asmjs-float-mm,9847
Cortex-A53,Patch,jetstream-asmjs-gcc-loops,47083
Cortex-A53,Patch,jetstream-asmjs-n-body,12732
Cortex-A53,Patch,jetstream-asmjs-quicksort,2495
Cortex-A53,Patch,jetstream-asmjs-towers,3738
Cortex-A53,Patch,jetstream-asmjs-bigfib,4690
Cortex-A53,Patch,jetstream-asmjs-container,28380
Cortex-A53,Patch,jetstream-asmjs-dry,6023
Cortex-A53,Patch,jetstream-asmjs-float-mm,9845
Cortex-A53,Patch,jetstream-asmjs-gcc-loops,46778
Cortex-A53,Patch,jetstream-asmjs-n-body,12872
Cortex-A53,Patch,jetstream-asmjs-quicksort,2495
Cortex-A53,Patch,jetstream-asmjs-towers,3751
Cortex-A53,Patch,jetstream-asmjs-bigfib,4693
Cortex-A53,Patch,jetstream-asmjs-container,28849
Cortex-A53,Patch,jetstream-asmjs-dry,6494
Cortex-A53,Patch,jetstream-asmjs-float-mm,9845
Cortex-A53,Patch,jetstream-asmjs-gcc-loops,46813
Cortex-A53,Patch,jetstream-asmjs-n-body,12876
Cortex-A53,Patch,jetstream-asmjs-quicksort,2495
Cortex-A53,Patch,jetstream-asmjs-towers,3751
Cortex-A53,Patch,jetstream-asmjs-bigfib,4694
Cortex-A53,Patch,jetstream-asmjs-container,28491
Cortex-A53,Patch,jetstream-asmjs-dry,6022
Cortex-A53,Patch,jetstream-asmjs-float-mm,10141
Cortex-A53,Patch,jetstream-asmjs-gcc-loops,46618
Cortex-A53,Patch,jetstream-asmjs-n-body,12733
Cortex-A53,Patch,jetstream-asmjs-quicksort,2495
Cortex-A53,Patch,jetstream-asmjs-towers,3751
